ms,x,y
21089,535,728,612
21101,369,753,604
21110,015,771,598
21119,927,786,594
21130,350,800,590
21139,613,813,587
21149,918,825,585
21159,907,837,583
21169,760,849,582
21180,112,859,580
21189,709,872,579
21199,815,882,579
21210,481,896,578
21219,657,908,576
21229,577,921,575
21240,119,935,574
21250,134,948,572
21260,295,960,571
21269,892,972,570
21280,080,983,568
21290,004,992,567
21300,246,1001,566
21309,684,1008,565
21320,020,1013,565
21330,078,1017,564
21339,753,1019,564
21350,863,1022,564
21360,501,1025,564
21369,579,1026,563
21379,950,1028,563
21390,447,1030,563
21401,049,1031,563
21409,956,1032,563
21420,261,1033,563
21430,563,1035,563
21440,667,1037,562
21450,764,1038,562
21460,514,1040,562
21469,607,1041,562
21480,076,1042,562
21489,959,1044,562
21500,284,1045,562
21509,630,1046,562
21520,370,1047,562
21539,946,1048,562
21560,427,1049,562
21770,400,1048,562
21950,741,1047,562
22010,135,1047,563
22030,012,1046,563
22150,302,1046,564
22260,692,1046,565
22420,824,1046,566
22431,345,1045,566
22520,924,1045,567
22841,129,1046,567
22860,786,1046,566
22910,525,1046,565
22930,795,1046,564
22961,184,1046,563
22980,307,1043,563
22990,944,1038,564
23000,815,1012,566
23010,506,957,570
23020,710,884,583
23030,484,805,614
23041,548,721,672
23050,645,642,737
23060,347,563,805
23070,577,488,864
23081,124,418,908
23090,529,355,938
23100,657,302,962
23110,778,257,980
23120,621,213,994
23130,473,169,1004
23140,776,123,1013
23150,545,80,1022
23160,833,34,1028
23170,757,0,1035
23180,609,0,1039
23190,549,0,1042
23200,957,0,1046
23211,016,0,1049
23220,642,0,1052
23230,697,0,1055
23241,046,0,1058
23250,506,0,1059
23260,530,0,1060
23271,037,0,1061
23330,840,0,1060
23340,530,0,1059
23351,197,0,1057
23360,967,0,1056
23370,479,0,1055
23380,640,0,1054
23390,756,0,1053
23400,776,1,1051
23410,495,2,1050
23420,405,2,1049
23430,619,3,1049
23440,774,4,1048
23450,392,5,1047
23460,825,7,1046
23480,769,9,1045
23490,787,10,1045
23500,515,10,1044
23510,739,12,1044
23521,703,13,1044
23540,543,13,1043
23550,709,14,1043
23560,862,15,1042
23570,502,16,1042
23590,960,16,1041
23601,103,17,1041
23611,196,18,1041
23630,734,19,1040
23640,877,21,1039
23650,513,22,1037
23660,762,27,1034
23670,612,36,1023
23681,391,63,987
23690,850,128,911
23700,577,212,822
23710,845,312,725
23721,852,414,634
23730,813,516,548
23740,789,615,469
23752,259,716,405
23760,841,816,352
23770,904,915,311
23780,789,1010,275
23790,708,1105,248
23801,133,1196,224
23810,638,1279,206
23820,737,1363,190
23831,291,1443,175
23840,943,1519,162
23850,763,1589,150
23860,883,1658,140
23871,378,1721,133
23880,932,1776,126
23890,512,1825,121
23901,059,1867,117
23910,938,1902,115
23920,888,1919,111
23931,007,1919,110
23940,786,1919,108
23950,824,1919,107
23961,087,1919,105
23970,851,1919,104
23980,611,1919,103
23990,952,1919,101
24001,748,1919,100
24021,300,1919,99
24030,786,1919,98
24061,175,1919,97
24072,002,1919,96
24081,093,1919,95
24101,068,1918,94
24111,029,1917,93
24121,459,1916,92
24130,842,1915,92
24141,403,1913,90
24150,918,1911,89
24161,326,1909,87
24170,844,1906,86
24181,051,1904,84
24190,863,1903,82
24201,131,1901,79
24211,034,1900,76
24220,777,1899,74
24230,886,1899,70
24241,085,1898,67
24250,833,1898,65
24261,052,1898,62
24270,913,1898,60
24281,197,1898,58
24290,967,1898,56
24301,166,1898,54
24311,092,1898,53
24321,041,1899,51
24331,270,1899,50
24340,870,1899,49
24350,847,1899,48
24361,219,1899,47
24391,160,1899,46
24410,904,1898,46
24471,302,1897,46
24481,215,1896,46
24490,918,1895,47
24501,051,1895,48
24510,976,1894,48
24521,182,1892,49
24531,092,1891,49
24540,955,1889,49
24551,081,1886,50
24561,274,1884,51
24571,153,1880,51
24580,958,1875,52
24591,110,1868,53
24601,710,1861,55
24611,123,1849,56
24621,048,1834,57
24631,297,1813,60
24641,294,1781,64
24651,077,1728,71
24661,093,1662,78
24671,028,1595,93
24681,486,1525,113
24691,170,1446,142
24701,104,1370,182
24711,730,1289,236
24721,252,1211,292
24731,160,1124,344
24741,187,1043,392
24751,254,957,435
24761,246,877,472
24771,050,798,507
24781,504,723,541
24791,146,657,568
24801,292,601,593
24811,234,553,613
24821,426,510,634
24831,021,474,653
24841,313,442,667
24851,629,413,680
24861,122,387,693
24871,203,364,706
24882,634,342,716
24891,082,320,726
24901,196,303,737
24911,900,289,747
24921,269,276,756
24931,096,265,767
24941,304,253,779
24951,174,243,791
24961,332,233,804
24971,285,225,818
24981,149,216,833
24991,685,206,847
25001,752,198,861
25011,232,188,872
25021,152,179,882
25031,433,168,891
25041,345,156,898
25051,446,144,904
25061,174,130,908
25071,287,115,912
25082,052,101,916
25091,390,87,919
25101,176,74,921
25112,036,63,924
25121,452,51,928
25131,294,43,930
25141,258,32,933
25151,214,25,937
25161,503,17,940
25171,287,13,944
25181,204,7,947
25191,674,3,950
25201,550,0,953
25211,198,0,957
25221,506,0,960
25231,109,0,961
25241,321,0,963
25251,663,0,965
25261,301,0,967
25282,106,0,968
25291,154,0,969
25341,377,1,969
25362,411,2,969
25371,306,3,969
25382,766,4,969
25391,234,6,969
25401,600,8,969
25411,656,9,969
25421,405,13,969
25431,307,17,967
25444,664,24,966
25451,316,34,963
25461,331,48,960
25471,381,68,954
25481,847,98,947
25491,419,139,934
25501,505,184,916
25511,361,224,894
25521,617,267,868
25532,483,304,844
25541,331,345,817
25551,441,382,793
25561,689,416,772
25571,734,450,751
25581,333,486,732
25591,361,522,713
25601,863,555,694
25611,510,590,680
25621,483,629,665
25631,572,667,650
25641,504,705,637
25651,408,737,623
25661,579,768,611
25671,316,794,601
25681,612,818,592
25691,557,841,582
25701,545,859,574
25711,494,874,568
25721,904,890,561
25731,741,905,556
25741,400,919,552
25751,572,933,547
25761,700,945,543
25771,489,957,539
25781,989,969,537
25791,569,977,534
25801,635,986,532
25811,377,993,531
25821,522,999,528
25831,460,1003,527
25841,746,1006,526
25851,798,1008,526
25861,486,1010,526
25871,551,1011,526
25891,399,1012,526
25921,728,1012,527
25931,598,1012,528
25941,594,1012,530
25951,398,1012,531
25961,698,1013,533
25972,511,1013,536
25981,516,1014,538
25991,540,1015,540
26001,886,1016,542
26012,102,1018,544
26021,550,1021,545
26031,663,1024,546
26041,613,1027,546
26051,659,1032,546
26061,763,1039,546
26072,752,1048,546
26081,689,1056,545
26091,439,1065,545
26101,745,1073,544
26111,423,1079,543
26121,645,1084,542
26131,638,1088,542
26141,519,1091,541
26151,519,1092,540
26161,872,1093,540
26171,655,1095,539
26202,034,1096,539
26301,597,1095,539
26311,607,1094,539
26331,710,1093,539
26351,690,1092,539
26371,658,1091,539
26402,103,1090,539
26411,736,1090,540
26421,643,1089,540
26442,133,1088,540
26481,839,1088,541
26512,067,1087,541
26551,840,1086,541
26622,079,1085,541
26642,306,1084,541
26672,389,1083,541
26692,239,1083,542
26711,896,1082,542
26731,738,1081,542
26772,425,1080,542
26791,739,1079,542
26822,186,1078,542
26911,943,1077,542
26962,448,1076,542
27072,254,1075,542
27232,171,1074,542
27432,176,1073,542
27603,314,1072,542
27802,889,1071,542
28353,051,1072,542
28742,873,1071,542
28782,872,1070,542
28792,607,1069,543
28812,736,1067,543
28822,655,1066,543
28832,772,1065,543
28843,052,1064,544
28852,621,1062,546
28872,848,1060,548
28883,622,1059,551
28892,825,1057,554
28902,507,1057,555
28913,098,1057,558
28923,065,1056,560
28962,815,1056,558
28972,921,1058,556
28982,733,1061,549
28993,656,1069,531
29002,953,1093,476
29012,901,1146,401
29022,748,1220,322
29033,924,1303,247
29043,065,1385,182
29052,646,1466,128
29063,155,1542,88
29072,850,1611,58
29083,236,1682,35
29092,756,1747,12
29103,060,1805,0
29112,665,1859,0
29124,194,1915,0
29134,357,1919,0
29333,015,1918,0
29342,974,1917,0
29353,023,1916,0
29363,287,1915,0
29372,892,1913,0
29384,276,1912,0
29392,860,1911,0
29403,015,1909,0
29413,433,1908,0
29433,025,1906,0
29443,349,1905,0
29463,006,1904,0
29473,166,1903,0
29503,411,1902,0
29523,269,1901,0
29543,312,1900,0
29573,175,1899,0
29592,816,1898,0
29613,158,1897,0
29622,987,1895,0
29634,121,1895,1
29643,273,1892,1
29652,969,1888,2
29663,272,1883,2
29673,036,1870,3
29683,323,1839,5
29693,205,1781,9
29703,023,1715,17
29713,046,1645,29
29723,538,1571,50
29733,051,1488,87
29743,155,1407,144
29753,417,1325,209
29763,344,1237,281
29773,279,1148,353
29783,199,1059,422
29793,115,975,482
29804,372,890,540
29813,312,804,586
29823,112,720,631
29833,018,644,674
29843,446,567,713
29853,304,494,750
29863,235,425,783
29873,143,359,816
29883,534,300,843
29893,181,241,868
29903,153,185,892
29913,741,130,914
29923,432,73,930
29933,310,8,948
29943,320,0,962
29954,228,0,974
29963,100,0,983
29973,113,0,989
29983,231,0,995
29993,222,0,999
