ms,x,y
29778,223,783,271
29788,410,785,269
29798,193,787,266
29808,391,789,263
29817,931,790,260
29828,152,792,256
29838,099,793,254
29848,032,794,251
29858,067,795,248
29868,158,795,245
29878,203,795,243
29888,056,796,241
29898,315,797,238
29908,859,798,237
29918,103,799,236
29928,056,799,235
29938,334,799,234
29948,567,800,234
29958,256,801,233
29968,255,801,232
29978,163,802,232
29998,429,802,231
